transaccion_id,cliente_id,producto_id,fecha,cantidad,precio_unitario,subtotal,descuento_pct,descuento_monto,costo_envio,total,metodo_pago,estado_envio
T000225,C00045,P0063,2025-04-24,1,64680.99,64680.99,0,0.0,0.0,64680.99,Efectivo (contra entrega),Entregado
T000226,C00045,P0181,2026-01-08,1,14430.99,14430.99,0,0.0,3751.07,18182.06,Efectivo (contra entrega),Entregado
T000227,C00045,P0167,2025-09-12,2,116770.99,233541.98,0,0.0,0.0,233541.98,Tarjeta de crédito,Entregado
T000228,C00046,P0075,2024-08-04,1,51680.99,51680.99,5,2584.05,0.0,49096.94,Tarjeta de débito,Entregado
T000229,C00046,P0065,2024-11-25,1,36490.99,36490.99,0,0.0,0.0,36490.99,Mercado Pago,Entregado
T000230,C00046,P0082,2026-01-21,1,70870.99,70870.99,5,3543.55,0.0,67327.44,Transferencia bancaria,Entregado
T000231,C00046,P0110,2025-02-13,1,148390.99,148390.99,5,7419.55,0.0,140971.44,Mercado Pago,Preparando
T000232,C00046,P0074,2026-02-04,2,73660.99,147321.98,0,0.0,0.0,147321.98,Transferencia bancaria,Preparando
T000233,C00047,P0026,2023-07-15,4,71960.99,287843.96,0,0.0,0.0,287843.96,Mercado Pago,Entregado
T000234,C00047,P0133,2024-01-10,1,23360.99,23360.99,0,0.0,1764.06,25125.05,Transferencia bancaria,Entregado
T000235,C00047,P0064,2023-06-08,1,71270.99,71270.99,5,3563.55,0.0,67707.44,Efectivo (contra entrega),Entregado
T000236,C00048,P0178,2024-06-29,1,82810.99,82810.99,0,0.0,0.0,82810.99,Mercado Pago,Entregado
T000237,C00049,P0045,2026-05-26,1,2330.99,2330.99,0,0.0,4487.98,6818.97,Mercado Pago,Cancelado
T000238,C00049,P0123,2026-02-11,2,57150.99,114301.98,5,5715.1,0.0,108586.88,Tarjeta de crédito,Preparando
T000239,C00049,P0049,2026-06-08,3,113080.99,339242.97,15,50886.45,0.0,288356.52,Mercado Pago,Entregado
T000240,C00049,P0160,2026-06-09,2,143890.99,287781.98,5,14389.1,0.0,273392.88,Transferencia bancaria,Entregado
T000241,C00049,P0073,2026-04-30,1,118250.99,118250.99,5,5912.55,0.0,112338.44,Tarjeta de débito,Preparando
T000242,C00049,P0005,2026-07-27,1,15670.99,15670.99,0,0.0,2779.39,18450.38,Efectivo (contra entrega),Entregado
T000243,C00049,P0045,2026-04-13,1,2330.99,2330.99,0,0.0,2120.27,4451.26,Efectivo (contra entrega),Entregado
T000244,C00049,P0174,2026-03-03,1,50040.99,50040.99,0,0.0,0.0,50040.99,Efectivo (contra entrega),Entregado
T000245,C00049,P0034,2026-07-22,3,16800.99,50402.97,0,0.0,0.0,50402.97,Tarjeta de débito,Preparando
T000246,C00049,P0100,2026-05-03,1,19570.99,19570.99,0,0.0,1974.14,21545.13,Efectivo (contra entrega),Entregado
T000247,C00049,P0180,2026-02-06,3,10110.99,30332.97,0,0.0,0.0,30332.97,Tarjeta de débito,Entregado
T000248,C00050,P0176,2024-02-18,2,81010.99,162021.98,15,24303.3,0.0,137718.68,Transferencia bancaria,Entregado
T000249,C00050,P0096,2025-02-21,1,32440.99,32440.99,5,1622.05,0.0,30818.94,Mercado Pago,En camino
T000250,C00050,P0077,2026-03-17,1,80070.99,80070.99,0,0.0,0.0,80070.99,Tarjeta de crédito,Entregado
T000251,C00050,P0011,2024-04-15,2,26210.99,52421.98,5,2621.1,0.0,49800.88,Efectivo (contra entrega),Entregado
T000252,C00050,P0023,2026-04-30,1,99980.99,99980.99,0,0.0,0.0,99980.99,Tarjeta de crédito,Entregado
T000253,C00050,P0151,2025-03-20,1,43590.99,43590.99,5,2179.55,0.0,41411.44,Efectivo (contra entrega),Entregado
T000254,C00051,P0131,2025-12-07,1,17990.99,17990.99,5,899.55,2051.93,19143.37,Transferencia bancaria,Entregado
T000255,C00051,P0126,2025-06-16,1,29260.99,29260.99,0,0.0,1596.69,30857.68,Tarjeta de crédito,Entregado
T000256,C00052,P0091,2026-03-24,3,27590.99,82772.97,0,0.0,0.0,82772.97,Tarjeta de débito,Entregado
T000257,C00054,P0162,2025-07-24,1,60870.99,60870.99,20,12174.2,0.0,48696.79,Efectivo (contra entrega),Entregado
T000258,C00054,P0041,2025-04-11,1,34130.99,34130.99,0,0.0,0.0,34130.99,Tarjeta de débito,Entregado
T000259,C00054,P0171,2024-12-16,1,62510.99,62510.99,10,6251.1,0.0,56259.89,Transferencia bancaria,Entregado
T000260,C00054,P0048,2026-03-08,2,21500.99,43001.98,0,0.0,0.0,43001.98,Efectivo (contra entrega),Cancelado
T000261,C00054,P0072,2023-12-23,1,60590.99,60590.99,0,0.0,0.0,60590.99,Tarjeta de crédito,Preparando
T000262,C00054,P0078,2025-12-15,1,82230.99,82230.99,0,0.0,0.0,82230.99,Tarjeta de crédito,En camino
T000263,C00054,P0071,2025-07-27,2,14390.99,28781.98,0,0.0,3113.61,31895.59,Tarjeta de crédito,Cancelado
T000264,C00055,P0026,2026-05-04,1,71960.99,71960.99,10,7196.1,0.0,64764.89,Tarjeta de débito,Cancelado
T000265,C00055,P0104,2023-04-01,1,56920.99,56920.99,0,0.0,0.0,56920.99,Mercado Pago,Entregado
T000266,C00055,P0019,2026-01-13,1,143070.99,143070.99,0,0.0,0.0,143070.99,Tarjeta de crédito,Entregado
T000267,C00055,P0072,2024-10-01,1,60590.99,60590.99,15,9088.65,0.0,51502.34,Transferencia bancaria,Entregado
T000268,C00055,P0127,2026-06-25,1,53930.99,53930.99,0,0.0,0.0,53930.99,Efectivo (contra entrega),Entregado
T000269,C00055,P0165,2025-03-11,3,8750.99,26252.97,5,1312.65,1905.92,26846.24,Transferencia bancaria,Entregado
T000270,C00055,P0087,2023-08-27,1,92990.99,92990.99,0,0.0,0.0,92990.99,Tarjeta de débito,Preparando
T000271,C00055,P0132,2025-07-24,2,34240.99,68481.98,0,0.0,0.0,68481.98,Tarjeta de débito,Entregado
T000272,C00055,P0012,2024-10-31,2,113560.99,227121.98,0,0.0,0.0,227121.98,Transferencia bancaria,Entregado
T000273,C00055,P0048,2025-05-20,1,21500.99,21500.99,0,0.0,3621.84,25122.83,Efectivo (contra entrega),Entregado
T000274,C00055,P0142,2023-12-09,1,80160.99,80160.99,0,0.0,0.0,80160.99,Tarjeta de crédito,Entregado
T000275,C00055,P0086,2025-07-10,2,17970.99,35941.98,15,5391.3,0.0,30550.68,Tarjeta de débito,Entregado
T000276,C00055,P0180,2025-02-16,1,10110.99,10110.99,0,0.0,3807.47,13918.46,Mercado Pago,Entregado
T000277,C00055,P0013,2025-02-06,1,33690.99,33690.99,10,3369.1,0.0,30321.89,Tarjeta de débito,Entregado
T000278,C00058,P0008,2026-04-30,1,44030.99,44030.99,10,4403.1,0.0,39627.89,Transferencia bancaria,Entregado
T000279,C00059,P0118,2026-06-28,1,39730.99,39730.99,10,3973.1,0.0,35757.89,Transferencia bancaria,Entregado
T000280,C00059,P0186,2025-11-29,1,100370.99,100370.99,0,0.0,0.0,100370.99,Transferencia bancaria,Entregado
T000281,C00059,P0140,2025-11-19,1,116180.99,116180.99,5,5809.05,0.0,110371.94,Efectivo (contra entrega),Entregado
T000282,C00059,P0151,2026-06-01,1,43590.99,43590.99,5,2179.55,0.0,41411.44,Tarjeta de débito,En camino
T000283,C00059,P0118,2026-01-13,1,39730.99,39730.99,0,0.0,0.0,39730.99,Tarjeta de crédito,Entregado
T000284,C00059,P0045,2026-05-13,1,2330.99,2330.99,0,0.0,3234.28,5565.27,Mercado Pago,Entregado
T000285,C00059,P0049,2026-03-28,3,113080.99,339242.97,0,0.0,0.0,339242.97,Tarjeta de débito,Entregado
T000286,C00059,P0070,2026-05-17,1,59790.99,59790.99,0,0.0,0.0,59790.99,Efectivo (contra entrega),Entregado
T000287,C00060,P0180,2024-07-08,2,10110.99,20221.98,0,0.0,2866.01,23087.99,Tarjeta de crédito,Entregado
T000288,C00060,P0155,2024-03-25,1,108460.99,108460.99,0,0.0,0.0,108460.99,Transferencia bancaria,Entregado
T000289,C00061,P0072,2026-05-26,1,60590.99,60590.99,0,0.0,0.0,60590.99,Mercado Pago,Entregado
T000290,C00061,P0115,2026-07-16,1,39000.99,39000.99,0,0.0,0.0,39000.99,Mercado Pago,En camino
T000291,C00061,P0171,2026-06-03,1,62510.99,62510.99,0,0.0,0.0,62510.99,Efectivo (contra entrega),Entregado
T000292,C00061,P0158,2025-10-06,1,48410.99,48410.99,0,0.0,0.0,48410.99,Efectivo (contra entrega),Cancelado
T000293,C00061,P0175,2026-07-03,4,30670.99,122683.96,0,0.0,0.0,122683.96,Mercado Pago,Entregado
T000294,C00061,P0042,2026-05-11,1,80280.99,80280.99,10,8028.1,0.0,72252.89,Efectivo (contra entrega),Entregado
T000295,C00061,P0050,2026-01-11,4,5120.99,20483.96,0,0.0,1889.14,22373.1,Efectivo (contra entrega),Entregado
T000296,C00061,P0029,2026-08-04,2,42890.99,85781.98,0,0.0,0.0,85781.98,Efectivo (contra entrega),En camino
T000297,C00063,P0158,2026-07-08,1,48410.99,48410.99,0,0.0,0.0,48410.99,Transferencia bancaria,Entregado
T000298,C00063,P0007,2025-05-29,1,16940.99,16940.99,0,0.0,4044.21,20985.2,Transferencia bancaria,En camino
T000299,C00063,P0085,2025-08-25,1,69850.99,69850.99,0,0.0,0.0,69850.99,Tarjeta de débito,Entregado
T000300,C00063,P0008,2025-05-17,1,44030.99,44030.99,0,0.0,0.0,44030.99,Tarjeta de crédito,Entregado
T000301,C00063,P0156,2026-04-18,1,23880.99,23880.99,0,0.0,2471.77,26352.76,Mercado Pago,Entregado
T000302,C00063,P0146,2025-11-23,1,77950.99,77950.99,5,3897.55,0.0,74053.44,Tarjeta de crédito,Entregado
T000303,C00063,P0142,2025-10-23,2,80160.99,160321.98,0,0.0,0.0,160321.98,Transferencia bancaria,En camino
T000304,C00064,P0118,2025-11-16,2,39730.99,79461.98,5,3973.1,0.0,75488.88,Transferencia bancaria,Entregado
T000305,C00064,P0160,2024-08-30,2,143890.99,287781.98,0,0.0,0.0,287781.98,Transferencia bancaria,Entregado
T000306,C00064,P0181,2024-12-14,3,14430.99,43292.97,0,0.0,0.0,43292.97,Efectivo (contra entrega),Entregado
T000307,C00064,P0016,2024-10-27,2,82230.99,164461.98,0,0.0,0.0,164461.98,Tarjeta de débito,Entregado
T000308,C00064,P0014,2025-07-05,1,68510.99,68510.99,0,0.0,0.0,68510.99,Mercado Pago,Preparando
T000309,C00064,P0061,2024-11-14,1,29560.99,29560.99,0,0.0,4022.22,33583.21,Transferencia bancaria,Entregado
T000310,C00064,P0100,2025-11-20,1,19570.99,19570.99,10,1957.1,3212.94,20826.83,Efectivo (contra entrega),Entregado
T000311,C00064,P0047,2025-09-22,1,14020.99,14020.99,10,1402.1,2424.84,15043.73,Tarjeta de crédito,En camino
T000312,C00064,P0151,2024-12-30,1,43590.99,43590.99,0,0.0,0.0,43590.99,Mercado Pago,Preparando
T000313,C00064,P0169,2025-08-04,1,116550.99,116550.99,20,23310.2,0.0,93240.79,Mercado Pago,Entregado
T000314,C00064,P0166,2025-12-20,1,11070.99,11070.99,0,0.0,1612.19,12683.18,Tarjeta de crédito,Entregado
T000315,C00064,P0033,2025-01-21,1,38270.99,38270.99,0,0.0,0.0,38270.99,Efectivo (contra entrega),Entregado
T000316,C00064,P0102,2026-02-05,1,100820.99,100820.99,0,0.0,0.0,100820.99,Efectivo (contra entrega),Entregado
T000317,C00065,P0158,2025-08-28,2,48410.99,96821.98,0,0.0,0.0,96821.98,Efectivo (contra entrega),Preparando
T000318,C00065,P0090,2025-10-25,1,83690.99,83690.99,0,0.0,0.0,83690.99,Transferencia bancaria,Entregado
T000319,C00065,P0090,2026-04-05,1,83690.99,83690.99,10,8369.1,0.0,75321.89,Mercado Pago,Entregado
T000320,C00065,P0039,2025-01-24,3,44450.99,133352.97,5,6667.65,0.0,126685.32,Tarjeta de crédito,Entregado
T000321,C00066,P0013,2025-01-04,1,33690.99,33690.99,0,0.0,0.0,33690.99,Mercado Pago,Entregado
T000322,C00066,P0030,2026-07-20,1,42840.99,42840.99,10,4284.1,0.0,38556.89,Tarjeta de débito,Entregado
T000323,C00066,P0136,2025-02-16,1,47130.99,47130.99,0,0.0,0.0,47130.99,Mercado Pago,Entregado
T000324,C00066,P0003,2025-01-09,2,95520.99,191041.98,5,9552.1,0.0,181489.88,Tarjeta de débito,Entregado
T000325,C00067,P0168,2023-07-14,1,20280.99,20280.99,20,4056.2,3178.88,19403.67,Efectivo (contra entrega),Entregado
T000326,C00067,P0168,2023-01-17,1,20280.99,20280.99,0,0.0,1924.67,22205.66,Mercado Pago,Entregado
T000327,C00067,P0084,2025-10-22,1,106390.99,106390.99,0,0.0,0.0,106390.99,Mercado Pago,Entregado
T000328,C00067,P0015,2025-01-25,1,48920.99,48920.99,0,0.0,0.0,48920.99,Tarjeta de crédito,Entregado
T000329,C00069,P0047,2026-06-23,1,14020.99,14020.99,0,0.0,2036.95,16057.94,Efectivo (contra entrega),Entregado
T000330,C00069,P0157,2025-12-05,1,2850.99,2850.99,5,142.55,2837.51,5545.95,Mercado Pago,Entregado
T000331,C00069,P0131,2026-04-14,2,17990.99,35981.98,5,1799.1,0.0,34182.88,Efectivo (contra entrega),Entregado
T000332,C00069,P0036,2026-07-28,1,6740.99,6740.99,15,1011.15,3793.28,9523.12,Tarjeta de crédito,Entregado
T000333,C00069,P0092,2026-05-02,2,67840.99,135681.98,15,20352.3,0.0,115329.68,Transferencia bancaria,Entregado
T000334,C00070,P0165,2026-01-24,1,8750.99,8750.99,5,437.55,2896.19,11209.63,Tarjeta de débito,Entregado
T000335,C00070,P0079,2025-09-01,1,9850.99,9850.99,15,1477.65,2274.16,10647.5,Tarjeta de débito,Entregado
T000336,C00070,P0091,2025-09-08,1,27590.99,27590.99,5,1379.55,3866.34,30077.78,Transferencia bancaria,Preparando
T000337,C00070,P0059,2026-06-01,1,66790.99,66790.99,0,0.0,0.0,66790.99,Transferencia bancaria,Entregado
T000338,C00071,P0014,2026-01-24,2,68510.99,137021.98,0,0.0,0.0,137021.98,Efectivo (contra entrega),Entregado
T000339,C00072,P0052,2025-10-21,1,93290.99,93290.99,0,0.0,0.0,93290.99,Tarjeta de crédito,Entregado
T000340,C00072,P0013,2026-06-28,1,33690.99,33690.99,5,1684.55,0.0,32006.44,Efectivo (contra entrega),En camino
T000341,C00072,P0073,2026-06-07,1,118250.99,118250.99,0,0.0,0.0,118250.99,Tarjeta de débito,Entregado
T000342,C00073,P0103,2026-03-24,1,23150.99,23150.99,0,0.0,1698.18,24849.17,Efectivo (contra entrega),Entregado
T000343,C00073,P0165,2025-07-05,1,8750.99,8750.99,20,1750.2,3201.63,10202.42,Tarjeta de débito,Entregado
T000344,C00073,P0124,2025-11-17,1,55570.99,55570.99,5,2778.55,0.0,52792.44,Efectivo (contra entrega),Entregado
T000345,C00073,P0176,2026-05-15,2,81010.99,162021.98,0,0.0,0.0,162021.98,Mercado Pago,Entregado
T000346,C00073,P0162,2025-10-07,1,60870.99,60870.99,10,6087.1,0.0,54783.89,Transferencia bancaria,Entregado
T000347,C00073,P0069,2024-11-23,1,26180.99,26180.99,0,0.0,3942.2,30123.19,Transferencia bancaria,Entregado
T000348,C00074,P0097,2026-01-28,1,118090.99,118090.99,5,5904.55,0.0,112186.44,Tarjeta de débito,Entregado
T000349,C00074,P0134,2025-08-10,2,73170.99,146341.98,15,21951.3,0.0,124390.68,Tarjeta de crédito,Entregado
T000350,C00074,P0147,2026-01-20,2,92490.99,184981.98,5,9249.1,0.0,175732.88,Mercado Pago,Entregado
T000351,C00074,P0106,2025-07-21,1,12090.99,12090.99,0,0.0,2087.0,14177.99,Mercado Pago,Entregado
T000352,C00074,P0027,2026-02-06,1,66770.99,66770.99,10,6677.1,0.0,60093.89,Transferencia bancaria,Entregado
T000353,C00074,P0120,2025-07-09,2,58730.99,117461.98,15,17619.3,0.0,99842.68,Efectivo (contra entrega),Cancelado
T000354,C00074,P0156,2026-06-01,1,23880.99,23880.99,20,4776.2,2712.59,21817.38,Mercado Pago,Entregado
T000355,C00074,P0035,2025-10-26,1,7230.99,7230.99,15,1084.65,4403.7,10550.04,Efectivo (contra entrega),Entregado
T000356,C00074,P0070,2026-06-04,2,59790.99,119581.98,0,0.0,0.0,119581.98,Tarjeta de crédito,Preparando
T000357,C00074,P0062,2025-12-07,1,80150.99,80150.99,5,4007.55,0.0,76143.44,Mercado Pago,Entregado
T000358,C00074,P0012,2025-11-23,2,113560.99,227121.98,0,0.0,0.0,227121.98,Tarjeta de débito,Entregado
T000359,C00075,P0161,2026-04-20,1,92880.99,92880.99,0,0.0,0.0,92880.99,Mercado Pago,Entregado
T000360,C00075,P0075,2024-07-13,2,51680.99,103361.98,0,0.0,0.0,103361.98,Tarjeta de débito,Cancelado
T000361,C00075,P0007,2024-11-08,1,16940.99,16940.99,0,0.0,1547.12,18488.11,Transferencia bancaria,Entregado
T000362,C00075,P0077,2025-06-19,1,80070.99,80070.99,20,16014.2,0.0,64056.79,Tarjeta de débito,Entregado
T000363,C00075,P0036,2024-09-27,1,6740.99,6740.99,0,0.0,2868.09,9609.08,Efectivo (contra entrega),En camino
T000364,C00075,P0090,2025-06-04,3,83690.99,251072.97,5,12553.65,0.0,238519.32,Transferencia bancaria,Entregado
T000365,C00075,P0088,2025-08-27,1,32190.99,32190.99,0,0.0,0.0,32190.99,Tarjeta de débito,Entregado
T000366,C00076,P0046,2026-05-10,1,18770.99,18770.99,0,0.0,4040.41,22811.4,Efectivo (contra entrega),Entregado
T000367,C00076,P0063,2026-06-21,1,64680.99,64680.99,15,9702.15,0.0,54978.84,Tarjeta de crédito,Entregado
T000368,C00076,P0144,2026-06-11,4,136210.99,544843.96,0,0.0,0.0,544843.96,Tarjeta de crédito,Entregado
T000369,C00076,P0087,2026-07-29,1,92990.99,92990.99,20,18598.2,0.0,74392.79,Efectivo (contra entrega),Entregado
T000370,C00076,P0035,2026-06-17,4,7230.99,28923.96,20,5784.79,3836.61,26975.78,Tarjeta de crédito,Entregado
T000371,C00076,P0030,2026-08-05,1,42840.99,42840.99,5,2142.05,0.0,40698.94,Tarjeta de crédito,Entregado
T000372,C00076,P0030,2026-08-11,1,42840.99,42840.99,0,0.0,0.0,42840.99,Efectivo (contra entrega),Entregado
T000373,C00076,P0167,2026-06-26,1,116770.99,116770.99,0,0.0,0.0,116770.99,Transferencia bancaria,Entregado
T000374,C00076,P0103,2026-04-01,1,23150.99,23150.99,15,3472.65,3221.9,22900.24,Mercado Pago,Entregado
T000375,C00076,P0164,2026-05-25,3,32940.99,98822.97,10,9882.3,0.0,88940.67,Tarjeta de crédito,Entregado
T000376,C00076,P0087,2026-04-24,1,92990.99,92990.99,0,0.0,0.0,92990.99,Efectivo (contra entrega),Entregado
T000377,C00076,P0128,2026-07-29,1,68490.99,68490.99,5,3424.55,0.0,65066.44,Efectivo (contra entrega),Entregado
T000378,C00077,P0075,2023-03-20,1,51680.99,51680.99,0,0.0,0.0,51680.99,Tarjeta de crédito,Entregado
T000379,C00077,P0016,2023-09-27,1,82230.99,82230.99,0,0.0,0.0,82230.99,Mercado Pago,Entregado
T000380,C00077,P0116,2025-12-14,1,25880.99,25880.99,5,1294.05,2325.65,26912.59,Tarjeta de crédito,Entregado
T000381,C00077,P0111,2024-03-11,1,59100.99,59100.99,15,8865.15,0.0,50235.84,Transferencia bancaria,Entregado
T000382,C00077,P0001,2025-09-27,1,22660.99,22660.99,0,0.0,3847.58,26508.57,Tarjeta de débito,Entregado
T000383,C00077,P0084,2026-04-20,2,106390.99,212781.98,10,21278.2,0.0,191503.78,Tarjeta de crédito,Entregado
T000384,C00078,P0110,2026-05-23,1,148390.99,148390.99,10,14839.1,0.0,133551.89,Transferencia bancaria,En camino
T000385,C00078,P0090,2026-06-30,2,83690.99,167381.98,0,0.0,0.0,167381.98,Tarjeta de débito,Entregado
T000386,C00078,P0115,2026-07-27,1,39000.99,39000.99,5,1950.05,0.0,37050.94,Mercado Pago,Entregado
T000387,C00079,P0117,2025-10-08,1,122170.99,122170.99,0,0.0,0.0,122170.99,Transferencia bancaria,Entregado
T000388,C00079,P0013,2025-11-10,2,33690.99,67381.98,10,6738.2,0.0,60643.78,Transferencia bancaria,Entregado
T000389,C00079,P0023,2026-04-19,1,99980.99,99980.99,0,0.0,0.0,99980.99,Efectivo (contra entrega),Entregado
T000390,C00079,P0133,2026-03-30,2,23360.99,46721.98,0,0.0,0.0,46721.98,Transferencia bancaria,Cancelado
T000391,C00079,P0138,2025-05-07,1,3100.99,3100.99,0,0.0,3090.76,6191.75,Tarjeta de crédito,Cancelado
T000392,C00079,P0174,2024-10-24,3,50040.99,150122.97,5,7506.15,0.0,142616.82,Transferencia bancaria,Cancelado
T000393,C00079,P0112,2025-06-26,1,52410.99,52410.99,5,2620.55,0.0,49790.44,Mercado Pago,Entregado
T000394,C00080,P0092,2026-03-28,2,67840.99,135681.98,0,0.0,0.0,135681.98,Transferencia bancaria,Entregado
T000395,C00080,P0114,2026-07-07,2,17660.99,35321.98,5,1766.1,0.0,33555.88,Efectivo (contra entrega),Entregado
T000396,C00080,P0145,2026-06-15,2,60290.99,120581.98,0,0.0,0.0,120581.98,Tarjeta de débito,Entregado
T000397,C00080,P0176,2025-11-09,1,81010.99,81010.99,0,0.0,0.0,81010.99,Tarjeta de crédito,Entregado
T000398,C00081,P0073,2025-07-21,1,118250.99,118250.99,0,0.0,0.0,118250.99,Mercado Pago,Entregado
T000399,C00081,P0082,2026-04-12,1,70870.99,70870.99,0,0.0,0.0,70870.99,Tarjeta de crédito,Entregado
T000400,C00081,P0182,2025-07-10,1,118780.99,118780.99,0,0.0,0.0,118780.99,Tarjeta de débito,Entregado
T000401,C00081,P0011,2026-01-01,3,26210.99,78632.97,5,3931.65,0.0,74701.32,Tarjeta de crédito,Entregado
T000402,C00081,P0166,2025-09-02,1,11070.99,11070.99,5,553.55,2627.88,13145.32,Efectivo (contra entrega),Entregado
T000403,C00081,P0108,2025-10-28,2,106640.99,213281.98,0,0.0,0.0,213281.98,Tarjeta de débito,Entregado
T000404,C00082,P0146,2025-01-21,1,77950.99,77950.99,5,3897.55,0.0,74053.44,Transferencia bancaria,Entregado
T000405,C00082,P0123,2025-12-18,3,57150.99,171452.97,0,0.0,0.0,171452.97,Mercado Pago,Entregado
T000406,C00082,P0071,2026-04-01,1,14390.99,14390.99,10,1439.1,2331.86,15283.75,Transferencia bancaria,Entregado
T000407,C00082,P0028,2024-04-23,1,49350.99,49350.99,0,0.0,0.0,49350.99,Mercado Pago,Cancelado
T000408,C00084,P0069,2026-07-13,1,26180.99,26180.99,20,5236.2,2102.01,23046.8,Transferencia bancaria,Entregado
T000409,C00084,P0127,2025-05-28,1,53930.99,53930.99,0,0.0,0.0,53930.99,Efectivo (contra entrega),Entregado
T000410,C00084,P0091,2026-05-06,1,27590.99,27590.99,15,4138.65,3646.2,27098.54,Tarjeta de crédito,Entregado
T000411,C00084,P0080,2025-08-14,1,16720.99,16720.99,5,836.05,3831.71,19716.65,Transferencia bancaria,Entregado
T000412,C00084,P0156,2026-02-17,1,23880.99,23880.99,5,1194.05,4298.68,26985.62,Mercado Pago,Entregado
T000413,C00086,P0022,2025-12-16,1,86110.99,86110.99,0,0.0,0.0,86110.99,Transferencia bancaria,Entregado
T000414,C00086,P0154,2026-04-13,1,30800.99,30800.99,0,0.0,0.0,30800.99,Tarjeta de crédito,Entregado
T000415,C00086,P0073,2025-07-30,1,118250.99,118250.99,0,0.0,0.0,118250.99,Transferencia bancaria,Cancelado
T000416,C00086,P0108,2026-01-25,1,106640.99,106640.99,0,0.0,0.0,106640.99,Mercado Pago,Cancelado
T000417,C00086,P0080,2025-12-19,1,16720.99,16720.99,0,0.0,3396.82,20117.81,Tarjeta de crédito,Cancelado
T000418,C00086,P0051,2025-12-15,1,22610.99,22610.99,10,2261.1,2520.19,22870.08,Mercado Pago,En camino
T000419,C00086,P0156,2025-09-09,1,23880.99,23880.99,0,0.0,1617.99,25498.98,Tarjeta de débito,Entregado
T000420,C00088,P0056,2026-05-14,2,72090.99,144181.98,5,7209.1,0.0,136972.88,Tarjeta de crédito,Entregado
T000421,C00088,P0149,2026-03-28,2,91760.99,183521.98,0,0.0,0.0,183521.98,Tarjeta de crédito,Entregado
T000422,C00088,P0057,2025-11-15,1,2250.99,2250.99,5,112.55,3278.84,5417.28,Tarjeta de crédito,Entregado
T000423,C00088,P0175,2025-11-16,2,30670.99,61341.98,5,3067.1,0.0,58274.88,Transferencia bancaria,Entregado
T000424,C00088,P0092,2026-04-18,3,67840.99,203522.97,0,0.0,0.0,203522.97,Mercado Pago,Entregado
T000425,C00089,P0118,2026-08-10,1,39730.99,39730.99,0,0.0,0.0,39730.99,Efectivo (contra entrega),En camino
T000426,C00089,P0101,2026-07-18,1,85420.99,85420.99,5,4271.05,0.0,81149.94,Tarjeta de débito,Preparando
T000427,C00090,P0112,2026-06-11,1,52410.99,52410.99,15,7861.65,0.0,44549.34,Tarjeta de débito,Entregado
T000428,C00090,P0052,2026-08-06,1,93290.99,93290.99,0,0.0,0.0,93290.99,Efectivo (contra entrega),Preparando
T000429,C00091,P0002,2024-02-03,1,34510.99,34510.99,5,1725.55,0.0,32785.44,Tarjeta de crédito,Entregado
T000430,C00091,P0177,2023-08-10,3,26110.99,78332.97,10,7833.3,0.0,70499.67,Efectivo (contra entrega),Entregado
T000431,C00091,P0156,2023-05-03,1,23880.99,23880.99,0,0.0,3953.4,27834.39,Transferencia bancaria,Entregado
